peak_id,protein_id,genes,time,peak_apex,peak_height,peak_width,peak_area,peak_left,peak_right,snr,asymmetry,sharpness,peak_background_intensity
1020,P28271,Aco1,30min,35,293212555.5555555,16,1369606793.333333,25.0,40.0,7246.675567270164,-0.3125,18325784.72222222,1370614155.5555549
1021,P28352,Apex1,30min,37,349519180.0,9,1298641975.5555553,32.0,40.0,8638.279821269109,-0.2222222222222222,38835464.44444445,1298641975.5555553
1022,P28474,Adh5,30min,35,652378003.3333333,13,2715142008.8888884,28.0,40.0,16123.360503518472,-0.15384615384615385,50182923.33333333,2715142008.8888884
1023,P28650,Adss1,30min,35,116898288.88888888,15,546785313.3333333,26.0,40.0,2889.1122085196457,-0.26666666666666666,7793219.259259258,575601413.3333333
1024,P28656,Nap1l1,30min,19,195789361.66666663,12,1352887876.777778,12.0,23.0,4838.885500087079,-0.25,16315780.138888886,2627737454.7777777
1025,P28656,Nap1l1,30min,26,177945839.11111107,13,1122455449.6666667,23.0,35.0,4397.887266937139,0.46153846153846156,13688141.470085468,2627737454.7777777
1026,P28658,Atxn10,30min,7,26897955.55555555,15,222196593.3333333,1.0,15.0,664.7762984250214,0.13333333333333333,1793197.0370370366,369097703.3333334
1027,P28658,Atxn10,30min,19,14908788.888888886,11,112211748.8888889,15.0,25.0,368.46701865817477,0.18181818181818182,1355344.4444444443,369097703.3333334
1028,P28658,Atxn10,30min,31,7955553.333333331,13,47283109.999999985,25.0,37.0,196.61952693515562,0.0,611965.6410256409,369097703.3333334
1029,P28659,Celf1,30min,36,16906876.444444444,15,97823542.44444443,26.0,40.0,417.8492568869452,-0.4,1127125.0962962962,102577092.44444443
1030,P28660,Nckap1,30min,18,1548763.333333333,11,8143779.666666667,13.0,23.0,38.27730154967407,0.0,140796.66666666663,8200382.0
1031,P28661,Septin4,30min,10,5610256.666666666,9,20623499.999999996,6.0,14.0,138.65610166459862,0.0,623361.8518518518,20623499.999999996
1032,P28667,Marcksl1,30min,7,21768894.44444444,12,156149256.44444442,1.0,12.0,538.0128255358736,-0.08333333333333333,1814074.5370370366,1504804383.111111
1033,P28667,Marcksl1,30min,30,109172022.2222222,9,580259825.5555555,24.0,32.0,2698.1594446672843,-0.4444444444444444,12130224.691358022,1504804383.111111
1034,P28667,Marcksl1,30min,35,124647688.88888888,9,701499775.5555553,32.0,40.0,3080.636706966177,0.2222222222222222,13849743.209876543,1504804383.111111
1035,P28740,Kif2a,30min,8,752610.0,7,2657240.0,5.0,11.0,18.600569434516707,0.0,107515.71428571429,53135382.0
1036,P28740,Kif2a,30min,20,6344656.555555554,15,40582978.99999999,11.0,25.0,156.80661272076202,-0.26666666666666666,422977.1037037036,53135382.0
1037,P28740,Kif2a,30min,35,2496737.777777777,8,8801878.11111111,31.0,38.0,61.70625476054861,-0.125,312092.22222222213,53135382.0
1038,P28741,Kif3a,30min,5,18096988.888888888,12,100445637.77777775,1.0,12.0,447.26259069565265,0.25,1508082.4074074074,105344017.77777775
1039,P28741,Kif3a,30min,19,1380181.111111111,8,4898380.0,16.0,23.0,34.11083375112029,0.125,172522.63888888888,105344017.77777775
1040,P28798,Grn,30min,7,27309961.11111111,9,149692645.55555555,1.0,9.0,674.9589135158624,-0.4444444444444444,3034440.1234567896,2531024472.5555553
